id,archive_by_user,city,created_at,desc,image_count,mileage,platform,price,title,type,year
84,True,Tehran,Sunday 03AM,گوشی بسیار زیبا و سالم ضد آب به همراه ٣عدد قاب و یک جای موبایل و یک گلس,5,NA,mobile,470000,گوشی موبایل XperiaV,NA,NA
165,True,Tehran,Thursday 03AM,"درود
گوشى سالمو تمیزه
تعمیر نشده
شارژر و هندس فرى استفاده نشده
LLA
به خریدار واقعى تخفیف میدم
فقط مصرف کننده
فورى",4,NA,mobile,1700000,iphone$NUMgig,NA,NA
423,True,Tabriz,Wednesday 07AM,سلام . گوشی فقط یبار از دستم افتاده دوربرش خط افتاده . گوشی از لحاظ فنی عالی همه چی با کوچیکترین هنگی گوشی و پس میگرم. دوربین 13 و جلو 5 . صفحه ی 6 اینچ. اندورید 5.1.1,3,NA,mobile,670000,هواوی میت 7,NA,NA
591,False,Tabriz,Monday 10AM,"در حد نو،یک ماهه از ترکیه خریدم،برنامه های اندرویدم باز میکنه، 16گیگ، 
 تخفیفم واسه مشتری واقعی میدم",0,NA,mobile,450000,BlackBerry Z10,NA,NA
599,True,Tabriz,Wednesday 01PM,گوشی خیلی تمیز بدون خط خش و کارکرد عالی و تضمینی با گلس وتممام وسایل معاوضه با جی5 یا جی7 ۲۰۱۶برنگ مشکی,0,NA,mobile,610000,j7تری جی,NA,NA
648,True,Ahvaz,Thursday 04PM,"گوشی دو ماه کارکرده تمیییز اس..قیمت ۴۵۰ مقطووع 

سری اول میباشد",1,NA,mobile,450000,گوشی j5 2015,NA,NA
661,False,Mashhad,Wednesday 07AM,دوربین دار رم خور لوازم کامل فقط تماس یا تلگرام دیوار جون مادرت تایید کن بارچندمه داری حذف میکنی ا,1,NA,mobile,115000,گوشی نوکیا صفحه لمسی دوسیم,NA,NA
680,True,Kermanshah,Thursday 04AM,سالم ب همراه کارتون.مقطوع فقط رمزشویادم رفته,2,NA,mobile,50000,گوشی n70نوکیا,NA,NA
695,True,Mashhad,Saturday 08AM,"باسلام. 
گوشی HTC مدل دیزایر 300.
کاملا تمیز .دارای گلس ضد ضربه. 
صفحه 5 اینچ. 
دوربین 5 مگاپیکسل. 
با خریدار واقعی راه میام. 
تلگرامم هستم .باتشکر از دیوار.",2,NA,mobile,265000,فروش مناسب HTC با لوازم کامل و اصلی,NA,NA
755,False,Tehran,Tuesday 12PM,کامل با جعبه,1,NA,web,190000,سونی اکسپریا پی,NA,NA
796,True,Shiraz,Friday 01PM,"باسلام،ایفون بسیار تمیز و مرتب رنگ گلد ٦٤گیگ
اگر مورد معاوضه هم دارید اعلام کنید،لطفا فقط فقط فقط پیامک بدید،تخفیف هم داره،درضمن گوشی نه رفرش هست ونه ریپک،کاملا اصلی وبه شرط،تمام وسایلاش هم اصلی هست،فقط پیامک بدید",0,NA,mobile,2200000,ایفون ٦پلاس ٦٤ گیگ,NA,NA
800,True,Tabriz,Sunday 06AM,"با ۱۸ماه گارانتی
بدون خش و ایراد
کار کرد دو هفته",2,NA,mobile,1450000,سامسونگ Note 5,NA,NA
838,False,Isfahan,Monday 12PM,سالم باکارتون همه چیز کامل,2,NA,mobile,2000000,گوشی y300,NA,NA
880,True,Tehran,Friday 10AM,"اس سون مشکی دوسیم کارت حافظه داخلی ٣٢ گیگ تا ٦٥ گیک هم رم ساپورت میکنه گارانتی معتبر داره همراه سرویس سه لیبل 
عکس نزاشتم چون با نو فرقی نداره 
شما فکر کنید دارید اکبند میخرید",0,NA,mobile,1800000,s7 فلت دوسیم یک ماه خریدم,NA,NA
914,False,Tehran,Friday 07AM,گوشی کم کارد با ٥ قاب و لوازم جانبی بدون زمین خوردگی باتری نو و امکانات بالا دوربین جلو و عقب با کیفیت بالا با دوام بالا باتری,2,NA,web,600000,سامسونگ s3 کم کارکرد,NA,NA
994,True,Ahvaz,Sunday 11AM,"سامسونگ جی ۵ محصول سال 2015 گلد 

کاملا سالم بدون خط و خش در حد آک 
فورجی 
یو اس بی میخونه 
قیمت مقطوع 
تماس از طریق واتس و تلگرام و اس ام اس",2,NA,mobile,500000,سامسونگ j5,NA,NA
1094,False,Isfahan,Sunday 02AM,باسلام گوشی فوق العاده تمیزه ،بدون هیچگونه خط و خش ازهمه نظر تاییدش میکنم,2,NA,web,1450000,سامسونگ اس ٦ ایدج ٦٤ گیگ,NA,NA
1187,True,Isfahan,Monday 06AM,"سلام
ایفون ۶ با حافظه ۶۴گیگ و رنگ مشکی تمیزززز فقط پایین یه ضربه کوچیک داره
گوشی پارت نامبر zp/a ژاپن
اثر انگشتش کار نمیکنه و به خاطر همین یه تخفیف کوچیک دیگه هم میدم 
قیمت این گوشی تو بازار اگه اثر انگشتش کار میکرد ۱۵۰۰ بود
معاوضه اصلا ندارم و فروش فقط نقد نقد نقد",4,NA,mobile,1350000,آیفون ۶تمیز ۶۴گیگ گری,NA,NA
1353,True,Tehran,Wednesday 03PM,بدون خط و خش ، سالم ،  ۱۶گیگ ، گولد ، گلس ضد خش ، قاب فابریک.,3,NA,mobile,2300000,اپل ایفون6,NA,NA
1485,True,Tehran,Thursday 07AM,با سلام یک نوکیا E7 در حد بسیار سالم و تمیز با جعبه و شارژر لوازم نداره .لطفا نظرتان را در مورد قیمت منصفانه پیامک کنید . با تشکر,4,NA,mobile,-1,نوکیا E7 بسیا. سالم و تمیز در حد,NA,NA
1641,False,Mashhad,Saturday 05PM,با سلام صفحه نمایش 4اینچی دوربین 5. دوسیم کارت. پشتیبانی از کارت حافظه تا 32 گیگابایت. اندروید 4.3. قابلیت اتصال. فلش گوشی سالمیه با گوشی هم. رده معاوضه میشود,0,NA,mobile,250000,سونی اکسپر یا M,NA,NA
1685,True,Karaj,Tuesday 02PM,"لوازم کامل میباشد
شارژر
هنزفری
آی فیس
باتضمین هرکجا میخوای نشون بده
لطفا اس ام اس 
باتشکر از دیوار",0,NA,mobile,1200000,Galagxy s6 gold tak,NA,NA
1750,True,Mashhad,Thursday 07PM,"گوشی بسیار تمیز.
دو سیم کارت.
حافظه داخلی 8 گیگ و قابل ارتقا تا 64 گیگ
دوربین 8 مگاپیکسل با کیفیت و دوربین سلفی عالی در حد 5 مگاپیکسل
سی پی یو 4 هسته ای.
otg هم ساپورت میکنه
قابلیت DLNA
48 ساعت مهلت تست",0,NA,mobile,295000,گوشی HTC Desire 500 دو سیم,NA,NA
1866,True,Isfahan,Tuesday 03AM,کاملا سالمه،پنج ماه استفاده شده،هیچ مشکلی نداره،دوربین جلو۱۳،دوربین پشت۲۱،ضدآب،۱ملیون وصد خریدم،۷۰۰میفروشم،بدون خوردگی وضربه،کاملا تمیز،فقط تماس پاسخگو هستم,3,NA,mobile,700000,گوشی موبایل سونیM5,NA,NA
1937,True,Mashhad,Monday 08AM,این گوشی دارای اندروید 2.3 می باشد دارای سخت افزار قوی است و دوربین ۵ مگا پیکسل,2,NA,mobile,180000,گلکسی ace,NA,NA
1954,True,Shiraz,Wednesday 07AM,حافظه ١٦رنگ سیلور -بسیار تمیز حتی بدون یک ذره خط و خش و پارت نامبر امریکا-ضمنا معاوضه ندارم و تماس جوابگو هستم.٢٤ساعت تست باطری و انتن,3,NA,mobile,1430000,iPhone6,NA,NA
2089,True,Tehran,Wednesday 03PM,"گوشی بسیار زیبا و لاکچری بسیار نازک انیکا لامبورگینی دوسیمکارت این گوشی یه گوشی لوکس هست وسیستم عامل نداره سیستم خاص خودشو داره زیر قیمت ودر ضمن گوشی اکبند میباشد.
باتشکر از دیوار.",2,NA,mobile,670000,گوشی لاکچری لامبورگینی اکبند کمیاب,NA,NA
2191,False,Tehran,Saturday 07AM,فروش کوشی اپل سون 7 ،۱۲۸ گیگ در رنگ های مختلف,1,NA,mobile,3300000,فروش گوشی اپل$NUM,NA,NA
2200,True,Tehran,Monday 04AM,"16 GB, space gray, LLA
در حد آک آک (اگه یه نقطه اپسیلونی روش نداشت بجای آک میشد بفروشی ) به همراه ۵ عدد قاب اصلی ؛ هندزفری پلم؛فقط چند ماه خریداری شده؛ یک هفته مهلت تست؛ فقط فروش",2,NA,mobile,1950000,iPhone 6S plus,NA,NA
2247,False,Tehran,Sunday 06AM,یک ماه بیشتر کار نکرده به شرط بدون هیچگونه ضربه یا خش به رنگ شامپاینی,0,NA,web,850000,p8اصلی64گیگ,NA,NA
2266,True,Ahvaz,Sunday 08PM,"ال جی جی 3 فورجی دو سیمکارت 32 گیگ.3 گیگ رم.تمیز و کم کارکرد.
وسایل کامل",1,NA,mobile,760000,LG G3 32gig Dual sim 4g,NA,NA
2280,False,Tehran,Friday 03PM,گوشی سالمه خط وخش نداره 3جی هست این 2016 ها 4جی هستن هنگ میکنن اما این$NUMجی عالی,2,NA,mobile,1000000,مبایل سامسونگ a72015,NA,NA
2287,True,Mashhad,Tuesday 07AM,"گوشی فرقی با نو نداره بدون هیچ ایرادی لوازم تکمیل و اصلی
فقط سوکت سیمکارتش خراب شده سیمکارتو نمیخونه
۱۶ گیگ به شرط رفرش و ریپک نبودن
lla",3,NA,mobile,580000,اپل 5s سیلور ۱۶ گیگ,NA,NA
2307,True,Mashhad,Friday 11AM,"گوشی فول امکانات و اک اک هستش رنگ گلد
بدون هیچ خط و خشی 
فقط از کارتن در اومده و یک بار شارژ شده
گارد و گلس هم داره
32 گیگ با رم 3 باتری عالی و حسگر اثر انگشت
2016 و دوسیم 4 جی اندروید 6.1
قیمت اخرش 630 و دیگر هیچ ...",0,NA,mobile,620000,ردمی 3 اس 32 گیگ.گلد.حسگر.اثر انگشت 4100,NA,NA
3018,True,Isfahan,Friday 03AM,تمیز و سالم با تمام لوازم فابریک فقط تماس,1,NA,mobile,850000,Lg g4,NA,NA
3341,True,Mashhad,Thursday 03PM,قیمت مقطوع مدارک کامل واصلی تک سیم رم۳۲گوشی بدون مشکل درحداک دوماکارکرده.قط دوتانقطه کوچیک دیده نمیشه داره روقابش,1,NA,mobile,950000,سامسونگs6,NA,NA
3366,True,Tehran,Wednesday 07PM,سالم دو سیم با جعبه و شارژر باتری عالی ویندوزفون رم جدا هم میخوره دوربین جلو۵ ودوربین پشت۸ صفحه نمایش ۵ اینچ,4,NA,mobile,230000,لومیا ۵۳۵ مشکی دو سیم,NA,NA
3419,False,Karaj,Monday 05PM,مشکی در حد بسیار عالی . فقط باید اکتیو بشه,0,NA,mobile,230000,بلکبری نوت بوک,NA,NA
3430,True,Ahvaz,Sunday 09PM,گــوشی فوق العاده تمیز در حد اک بدون حتی کوچکترین خط و خش ب شرط اصل با وسایل ڪامل ۶۴ گیگ هس,2,NA,mobile,1100000,ایفـون 5s 64gig,NA,NA
3472,True,Tehran,Tuesday 02AM,گوشی سالم در حد نو، تمیز، پشت چرم، دوربین 13 حافظه داخلی 16 کلا گوشی های سری نوت خوب درامدن، به همراه 3 عدد قاب ژله ای ( محافظ گوشی )،تا حالا هم تعمیر نرفته ،یه تخفیف کوچکم سر معامله میدم ،پیامک هم جواب میدم,4,NA,mobile,680000,سامسونگ NOT3 نئو در حد,NA,NA
3487,False,Shiraz,Friday 03PM,یک ماه کارکرد کاملا نو و سالم,1,NA,mobile,-1,سامسونگJ$NUM,NA,NA
3585,True,Shiraz,Sunday 08AM,"ایفون iphone 6s و 64 گیگ قیمت$NUM
ایفون iphone 6 ..و 16 گیگ قیمت$NUM",3,NA,mobile,1870000,آیفون iphone 6s,NA,NA
3696,True,Mashhad,Tuesday 07AM,"با سلام
نوت ۵ دوسیم سورمه ای ۳۲ گیگ گارانتی اینتر تا ۹۷/۰۲ 
کمتر از ۱ ماه کار.
با ذره بین هم نقطه پیدا نمیکنی چه برسه به خط و خش.
لوازم جانبی تکمیل.
شماره سریال کارتن و گوشی یکی است.
قیمت ۱۷۷۰ تخفیف ندارد.
حدود ۴۰۰ زیر فی نوش زدم.
یا معاوضه با A$NUMکاملا بی خط و خش باشه.
لطفا فقط پیام بدید.
$NUM",0,NA,mobile,-1,فروش یا معاوضه نوت۵ با A5 2016,NA,NA
3786,True,Ahvaz,Thursday 04PM,"گوشی بسیار تمیز بدون هیچ خط و خش نو نو رنگ gery سالم بدون هیچ گونه ایراد و خط خش 
LLa",0,NA,mobile,18500000,Iphone6s(16g),NA,NA
3806,False,Mashhad,Wednesday 01PM,"در حد آک ٣٢ گیگ 
لوازم کامل
فقط نقد
معاوضه ندارم 
ممنون دیوار",1,NA,mobile,700000,Apple 5c در حد 32,NA,NA
3909,True,Tehran,Monday 12AM,رنگ بنفش لوازم کامل فقط کیبوردش بگیر نگیر داره ب بالا ترین قیمت میفروشم یا معاوضه با هرچی ک ب کارم بیاد,1,NA,mobile,-1,HTC cha cha,NA,NA
4109,True,Mashhad,Saturday 10PM,"گوشی سالم در حد آک 4g با لوازم کامل فقط فروش 
فقط تماس بگیرین ممنون تخفیف هم داره",1,NA,mobile,650000,سونی z2 4g,NA,NA
4389,True,Tehran,Thursday 04AM,"همه چی داره کارتن جعبه رم 2 گیگ هنذفری
کابل کامپیوتر 2تا شارژر هم داره همه چیش سالمه تنها اشکالش اینه که دکمه صفرش کار نمیکنه برای همین قیمت رو پایین زدم هزینه تعمیرش 10تومن بیشتر نمیشه",2,NA,mobile,35000,گوشی سونی اریکسون مدل w595,NA,NA
4530,True,Tehran,Wednesday 05PM,"گوشی تو مرداد ماه خریداری شده با فاکتور نو نو حتی بدونه کوچکترین و ریزترین خط و خشی انگار دارین نو میخرید با خریدار واقعی راه میام 
تخفیف هم داده میشه 
بدون هیچ ایرادی سالم سااالم به شرط 
دو سیمکارته.4G
گارانتی اینترنشنال",5,NA,mobile,1100000,گوشی سامسونگ A7 2016,NA,NA
4572,True,Tabriz,Sunday 04PM,سلام اپل فور اس شانوزده گیگ تمیز معاوضه با گوشی دوسیم کارته مرسی,2,NA,mobile,450000,اپل 4s معاوضه,NA,NA
4955,False,Mashhad,Sunday 07AM,"گوشی ضاحر تمیزی نداره
ولی تاحالا گوشی اصلا باز نشده
ولی گوشی خیلی خوب کار میکنه فقد مشکل همین ضاحرش 
فروش فوری هم هست",3,NA,mobile,400000,سونی T3,NA,NA
5070,False,Karaj,Tuesday 12PM,سالم به شرط,4,NA,web,1650000,iphone 6s 16GB gold,NA,NA
5195,True,Isfahan,Saturday 03AM,"فروش گوشی هواوی g610 سالم تمیز تمیز
به دلیل اینکه هندزفری ندارد$NUMتومان
اگر هندزفری رو پیدا کردم میارم",2,NA,mobile,230000,گوشی هواوی g610,NA,NA
5397,True,Isfahan,Monday 02PM,"گوشی تمیز و سالم در حد آک و با گوشی نو فرقی نداره یک ماهه خریدم گلس تمام صفحه ٧٠ هزار تومنی روش هست
فقط نقد میفروشم",3,NA,mobile,2250000,گوشی آیفون 6s silver 64G,NA,NA
5416,True,Tehran,Friday 10AM,"ایفن ٦
١٦ گیگ 
درحد درحد ٦ ماه خریداری شده 
فاکتور گوشی هم موجوده با جعبه و وسایل
بدون خط و خش و هـیچ مشکلی
با ضمانت و مهلت تست میدم .",1,NA,mobile,1500000,iphone 6,NA,NA
5505,True,Isfahan,Sunday 10AM,"با سلام . گوشی لومیا 640 دارای 4g سفید رنگ . تازه خریداری شده ولی چون کار کردن باش سخه برای مادرم برای فروش گذاشتم.برچسب پشتش هم باز نشده هنوز.لطفا در صورتی که خریدارید پیام بدید.
گوشی 8 مگاپیکسل دوربینشه و دوربین جلو هم داره.چهار هسته ای هست پردازندش و 1گیگ رم داره و هشت گیگ حافظه داخلی و میتونید حافظه روش بندازید و چون ویندوز هستش میتونید برنامه ها رو مستقیم بریزید و نصب کنید رو حافظه خارجی(مشکل حافظه پیدا نمی کنید).ویندوز 10 روش نصبه و برنامه های مختلف رو داره . 5 اینچ صفحشه.در ضمن سفارش اروپاس و تحت اپراتور تی موبایل لهستان بوده.یعنی خیلی با کیفیتهتعویض با الجی جی3 هم میشه . مدل گوشیاتون رو بفرستید لطفا",3,NA,mobile,400000,مایکروسافت لومیا 640 فورجی,NA,NA
5576,True,Ahvaz,Friday 02PM,باسلام  گوشی ۴ ماهه خریداری کردم که از دست بچم افتاد و لبه گوشه تاچش  شکسته ولی اصلا تو کار کردش تاثیری نداره  تقاضای تخفیف انچنانی نکنید قیمت پرت هم ندید,1,NA,mobile,1350000,سامسونگ اس سیکس ادج,NA,NA
5578,True,Ahvaz,Friday 03PM,"گوشی فقط یک روز کارکرده با نو مو نمیزنه 
فقط پیام پاسخگو هستم
32 گیگ
رنگ سورمه ایی
ساخت ویتنام",0,NA,mobile,1450000,سامسونگ ادج s6 آک,NA,NA
5733,True,Karaj,Thursday 10PM,گوشی بالا نمیاد من دنبال درست کردنش نرفتم همه جیزش سالمه بدنه ال سی دی و ....قیمت مقطوع بدون تخفیف ممنون از اپ دیوار,3,NA,mobile,100000,هواوی پی ۶,NA,NA
5851,False,Shiraz,Friday 01PM,"گوشــی مـوبایـل p8 lite تمـیز در حـد نـو 1 ماه هـَس خریداریـ شده 
سـفید 
باطری سالم
همه چی سالمه سالمـ هس 
۱ بار تعمیرگاه نرفتهـ 
با ۲ قـابـ زیبـا 
فقطـ و فقطـ بهـ دلیل اینکه میخـامـ تنوعـ داشته باشمـ بفروشمش
معاوضه با ایفونـ 5c یا سامسونگـ s5 
قیمـت هم مقطوع هسـ 
الانـ قیمتـ اینـ گوشـی ۶۳۰ هزار تومانـ هس",0,NA,mobile,500000,گوشـی  p8lite بخـونـ ضـرر ندارهـ هاا,NA,NA
6093,True,Mashhad,Thursday 10AM,"سلام. گوشی 64  6s Plus در حد اک گلد پارت نامبر امریکا LL/A  هندزفری اک شارژرشم بی خط و خش حتی. فقط به مصرف کننده میفروشم.تخفیف سر معامله داره. 
لطفا فقط پیامک بدین تماس پاسخگو نیستم.
ممنون",3,NA,mobile,2390000,اپل 6s پلاس 64,NA,NA
6095,True,Shiraz,Wednesday 10AM,بدون کوجکترین خط و خش .نو نو هست .دوربینش فوق العاده عالی .همه جیزهاش هم سالمه.,3,NA,mobile,350000,کوشی اج تی سی نو نو,NA,NA
6444,True,Mashhad,Monday 08AM,گوشی نوت 4 سری G رنگ مشکی  4g در حد آک کاملا سالم لطفا فقط خریدار واقعی تماس بگیرد,0,NA,mobile,1300000,نوت 4 سری G,NA,NA
6461,False,Mashhad,Friday 05PM,"سلام گوشی تمیز وساااالم هستش دوربین عقب۵دوربین سلفی٣ اندروید٢'۴. قیمت گوشیو عالی زدم نسبت ب دیوار.
ممنون از دیوار",3,NA,mobile,290000,هواویg610تمیز,NA,NA
6541,True,Mashhad,Thursday 12PM,گوشی موبایل سه سیم کارت بدون سیم شارژر کارتون سالم قابل استفاده مموری خور دارای دوربین تماس$NUMاز ناظر دیوارمتشکرم,1,NA,mobile,40000,گوشی موبایلztc,NA,NA
6652,True,Shiraz,Wednesday 10AM,گوشی y520 دارای 4هسته سی پی یو رم 1 دوربین 5 با فلش،گوشی تمیز و سالم و مرتب با قیمت عالی ومقطوع دارای کارتن.,2,NA,mobile,165000,فروش گوشی با قیمت عالی,NA,NA
6859,True,Karaj,Saturday 11AM,"سلام لطفا تا آخر بخوانید که سوال نپرسید..تشکر..

نوت 5  دو سیم کارت..رنگ گلد.بدونه خط خش و تعمیر یا مشکل..32 گیگ...مشابع آکبند...لوازم کامل.+ لوازم اضافه به ارزشه 200 تومن...و48 ساعت مهلت تست..


قیمت نقدی1580 تومن تخفیف پای معامله...

معاوضه فقط فقط با گوشی های زیر...

اپل 6s..یا 16گیگ..یا32 گیگ..توافقی.

اپل 6.. م16 گیگ 150 سر میگیرم = توافقی

اپل 5s در حد 800 سر میگیرم...

اپل 5 در حد  16 گیگ 900 سر میگیرم

اپل SE در حد 600 سر میگیرم.

اپل 6 پلاس در حد سربه سر

سامسنوگ S7 یا S7 ایج.

سامسنوگ g7 یا A5 .و..مدل بالا قیمت سر توافقی..


علت تعویض یا فروش تنوع است ....چون من هر چند ماه گوشی تعویض میکنم...

مگر نه نوت 5 بهترین گوشی است فوق العاده واقعا واقعا واقعا عالی عالی عالی است..از همه نظر...ممنون که وقت گذاشتید..


پیام بدید اگر مورد تایید بود من در خدمتم..",1,NA,mobile,-1,نوت 5 فروش یا معاوضه,NA,NA
7217,True,Karaj,Tuesday 01PM,با سلام من گوشی باز نیستم اما اهل فن میدنند بسیار مقاوم شیک لمسی بالا با اشاره دوربین بسیار با کیفیت خلاصه من هفتصد خریدم الان گذاشتم صد و بیست با گوشی بی سیم پاناسونیک همه میزنم رو میزی بعد از ظهر در خدمتم کارتن شارژر داره,0,NA,mobile,120000,گوشی بسیار مقاوم n8 اصل است,NA,NA
7274,True,Mashhad,Monday 02PM,"گوشی مارک glx مدل Z1
مشخصات: دوسیمکارت, اندروید 2'2'4، دوربین 5 مگاپیکسل, دارای دوربین سلفی معمولی, رم 512، حافظه داخلی 4 گیگ
گوشی کاملا سالمه با برچسب بدون ضرب خوردگی و خط و خش, سه تا قاب داره که فقط طلاییش استفاده شده, همراه کارتن و شارژر usb خور
تخفیف جزیی میدم موقع خرید پس واسه تخفیف پیام ندین.
معاوضه ندارم, فقط فروش 
هماهنگی با پیام.و مراجعه ساعت 4 عصر به بعد میباشد",2,NA,mobile,120000,گوشی جی ال ایکس Z1,NA,NA
7372,True,Mashhad,Sunday 08AM,گوشی بسیار تمیز .بدون بازشدگی وایراد.4جی.یا گاردوگلس.قیمت مقطوع مرسی.,4,NA,mobile,670000,اچ تی سی m8فورجی,NA,NA
7414,True,Tehran,Monday 02PM,گوشی کاملا سالم تاحالا باز نشده یا تعمیر نشده.سری اولیه پشت خود گوشی و باطری خورده کره ای.یکساله خریدم و مشکلی نداره.حسگر اثر انگشت و ضربان و صفحه زد خش و شارژر هنزفیری اصل$NUM,2,NA,mobile,630000,samsung s5,NA,NA
7503,True,Tehran,Thursday 12PM,درحد اکبند نو نو رنگ طلای بدون زره خط وخش کمتر ده روز کار کرده با لوازم کامل,0,NA,mobile,1150000,S6 32گیگ,NA,NA
7509,False,Tehran,Saturday 07AM,"با سلام 
گوشی بدون ضربه هستش باز نشده صحیح و سالم بدون هیچ مشکلی به شرط جعبه شارژر داره ولی هندزفری نداره",4,NA,mobile,380000,آیفون 4,NA,NA
7558,True,Tehran,Sunday 01AM,"گوشی آیفون 5s ، 16G
هندزفری و شارژر فابریک ، بسیار کم کار کرد چون بعنوان گوشیه دومم بوده ،معاوضه ندارم ، رنگش Gray هستش اما گلسش گلده ، lla بوده و همه چیش به شرط اصلی",2,NA,mobile,900000,گوشی آیفون 5s گری,NA,NA
7890,True,Tehran,Sunday 03AM,"ان مدل و دیگه همه میشناسن احتیاجی ب توضیح نیست
سی پی یو اسنپدراگون 4 هسته ای 2500
دوربین 4 التراپیکسل
دوربین جلو 5
16 گیگ
4جی تک سیم
افزایش رم تا 128 گیگ
فول پک هستش کیف و ژله ای و 2 تا شارژر توی خود پک میباشد
گوشی ب دلیل آلمینیومی بودن خط خش دارد توی عکس مشخصه قیمتشو خوب زدم ولی ب خریدار ی تخفیف کوچیک میدم
فقط تماس
اس ام اس جواب نمیدم
یاعلی",5,NA,mobile,500000,ام 8  اسنپدراگون 2500,NA,NA
7929,True,Tehran,Sunday 03AM,"گوشی موبایل htc 10 یک ماه کارکرده
کاملا سالم
فقط ۲ نقطه ضرب دیدگی در قسمت پایین داره که تو عکس مشخصه
 فروش فوری",4,NA,mobile,1400000,htc 10,NA,NA
8151,True,Tehran,Thursday 02AM,"گوشی در حد و تمیز همراه با ٢عدد قاب
هنذفری استفاده نشده
لوازم کامل
پارت نامبر آمریکا
انلاک فکتوری
لطفاً فقط تماس بگیرید",2,NA,mobile,1680000,گوشی iphone 6-silver 64 gig,NA,NA
8277,False,Tehran,Wednesday 05AM,"گوشی کلکسیونی بسیار زیبا
کاملا تمیز و سالم",2,NA,mobile,120000,samsung S3600,NA,NA
8281,False,Shiraz,Monday 10PM,"گوشی لومیا 730 
دو سیمکارت 
دوربین جلو 5 مگا پیکسل با کیفیت 
دوربین پشت لنز کارل زایس 
فول اچ دی 
صفحه نمایش ال ای دی اولد اچ دی 
16 میلیون رنگ 
اسپیکر مونو تقویت شده صدا عالی  
خروجی هندذفری عالی 
اسنپ 400 
رم 1 
آخرین ورژن ویندوز 10 
گوشی کاملا سالم 
بدون ذره ای خط و خش 
به مشتری واقعی تخفیف میدم 
گوشی با جعبه و فاکتور خرید 
هندزفری و شارژر اصل 
گوشی پک فنلاند 
لطفا پیام بدید 
اس ام اس یا واتس اپ 
متشکر 
",1,NA,web,430000,lumia 730 dual sim,NA,NA
8368,True,Isfahan,Sunday 10AM,"آیفون ٦اس رزگلد ١٦ گیگ فروش فوری
گوشی در حد نو بدون کوچترین خط و خش
به بالاترین قیمت پیشنهادی فروخته میشود در عرض ٢٤ ساعت آینده",0,NA,mobile,-1,Iphone6s rosegold,NA,NA
8491,True,Tehran,Wednesday 07AM,بسیار تمیز در حد آک با تمامی وسایل ایرپاد آک lla,5,NA,mobile,1850000,iphone 6s plus 16 gig,NA,NA
8628,True,Shiraz,Thursday 06AM,"ایفون ٦ 
٦٤ گیگ
رنگ سیلور 
سالم و تمیز  
گلس پشت و رو 
تعویض ندارم.",4,NA,mobile,1600000,Iphone 6-64Gb,NA,NA
8632,True,Isfahan,Sunday 09PM,"سالم 
سری اول اس 3 که اومد 
قیمت از شما 
پیام بدید خودم تماس میگیرم",3,NA,web,-1,گوشی موبایل اس 3,NA,NA
8678,True,Shiraz,Saturday 07AM,گوشی بسیار بسیار تمیز می باشد تک سیم کارت مشکی,0,NA,mobile,-1,گوشی نوت 3 در حد نو بدون خط و خش,NA,NA
8694,True,Mashhad,Tuesday 07AM,"نسبتا تمیز
کاملا سالم
ب شرط تست
بدلیل خرید گوشی جدیدتر اینو میفروشم
وسایلش کامل
همراه با گارد
معاوضه با اس 3",3,NA,mobile,450000,هانر 6,NA,NA
8762,False,Tehran,Thursday 12AM,گوشیه خیلی تمیز و سالمیه،بدون هیچ زمین خوردگی،دوربین پشت 8اچ دی ودوربین جلو 5واقعی،حافظه داخلی 8گیگ ویه رم 4گیگ هم روش هست،لطفا خریدار واقعی تماس بگیره,0,NA,mobile,450000,htc dizair600سفیدرنگ,NA,NA
8957,True,Mashhad,Saturday 05AM,"با سلام
گوشی فوق دو‌ماهه خریداری شده و بسیار تمیز و در حد آکه
یک قاب پشت هم اضافه دارد که تقدیم خریدار میشود.
گوشی بسیار خاص.",1,NA,mobile,500000,مایکروسافت لومیا ۶۴۰ ایکس ال ۴ جی,NA,NA
8981,False,Isfahan,Wednesday 12PM,"16 گیگ
معاوضه با iphone7",0,NA,web,2000000,6s+,NA,NA
9061,True,Isfahan,Sunday 01PM,"سامسونگ کور,,,,دو سیم$NUMدوربین ۵ میگاپیکسل،،،،،
۴ اینچ,,,,اندروید۴/١،،،،
با کارتن+شارژر+هندفری+برچسب ضدخش
سالم سالم بدون هیچ ایرادی",3,NA,mobile,200000,گوشی موبایل سامسونگ,NA,NA
9302,True,Kermanshah,Friday 08AM,"سلام نوکیا عالی زیاد استفاده نشده اصل مجارستان فروش و معاوضه با نوکیا 1202
فقط اس و تلگرام ج میدم 
تحویل لشگر 
علت فروشم فقط فقط اس دادن باهاش واسه من حالگیره",3,NA,mobile,30000,نوکیا ساده 1110,NA,NA
9356,True,Shiraz,Saturday 09AM,"با سلام
گوشی گلکسی مینی 
با اندروید 2.2
دوربین3.2
حافظه داخلی
ساپورت رم تا 64
اتصال به وای فای 
اینترنت H+
دارای بلوتوث 
اتصال به گوگل 
تک سیم کارت
قابلیت نصب برنامه های اندروید
دارای جعبه و شارژر اصلی و سالم
گوشی سالم هست مشکلی نداره
خودم ازش راضی بودم یه مموری هم روش بهتون میدم",2,NA,mobile,80000,گوشی موبایل گلکسی مینی,NA,NA
